"From"	"To"
"200038_s_at"	"C18orf32"
"200038_s_at"	"RPL17"
"200039_s_at"	"PSMB2"
"200040_at"	"KHDRBS1"
"200041_s_at"	"DDX39B"
"200041_s_at"	"ATP6V1G2"
"200042_at"	"RTCB"
"200043_at"	"ERH"
"200044_at"	"SRSF9"
"200045_at"	"ABCF1"
"200046_at"	"DAD1"
"200047_s_at"	"YY1"
"200048_s_at"	"JTB"
"200049_at"	"KAT7"
"200050_at"	"ZNF146"
"200051_at"	"SART1"
"200052_s_at"	"ILF2"
"200053_at"	"SPAG7"
"200054_at"	"ZPR1"
"200055_at"	"TAF10"
"200056_s_at"	"C1D"
"200057_s_at"	"NONO"
"200058_s_at"	"SNRNP200"
"200059_s_at"	"RHOA"
"200060_s_at"	"RNPS1"
"200061_s_at"	"RPS24"
"200062_s_at"	"RPL30"
"200063_s_at"	"NPM1"
"200064_at"	"HSP90AB1"
"200065_s_at"	"ARF1"
"200066_at"	"IK"
"200067_x_at"	"SNX3"
"200068_s_at"	"CANX"
"200069_at"	"SART3"
"200070_at"	"CNPPD1"
"200071_at"	"SMNDC1"
"200072_s_at"	"HNRNPM"
"200073_s_at"	"HNRNPD"
"200074_s_at"	"RPL14"
"200075_s_at"	"GUK1"
"200076_s_at"	"KXD1"
"200077_s_at"	"OAZ1"
"200078_s_at"	"ATP6V0B"
"200079_s_at"	"KARS1"
"200080_s_at"	"H3"
"200080_s_at"	"H3P6"
"200081_s_at"	"RPS6"
"200082_s_at"	"RPS7"
"200083_at"	"USP22"
"200084_at"	"C11orf58"
"200085_s_at"	"ELOB"
"200086_s_at"	"COX4I1"
"200087_s_at"	"TMED2"
"200088_x_at"	"RPL12"
"200088_x_at"	"NBEAL1"
"200089_s_at"	"RPL4"
"200090_at"	"FNTA"
"200091_s_at"	"RPS25"
"200092_s_at"	"RPL37"
"200093_s_at"	"HINT1"
"200094_s_at"	"EEF2"
"200095_x_at"	"RPS10"
"200095_x_at"	"RPS10P19"
"200095_x_at"	"RPS10"
"200096_s_at"	"ATP6V0E1"
"200097_s_at"	"HNRNPK"
"200098_s_at"	"ANAPC5"
"200099_s_at"	"RPS3A"
"200593_s_at"	"HNRNPU"
"200594_x_at"	"HNRNPU"
"200595_s_at"	"EIF3A"
"200596_s_at"	"EIF3A"
"200597_at"	"EIF3A"
"200598_s_at"	"HSP90B1"
"200599_s_at"	"HSP90B1"
"200600_at"	"MSN"
"200601_at"	"ACTN4"
"200602_at"	"APP"
"200603_at"	"PRKAR1A"
"200604_s_at"	"PRKAR1A"
"200605_s_at"	"PRKAR1A"
"200607_s_at"	"RAD21"
"200608_s_at"	"RAD21"
"200609_s_at"	"WDR1"
"200610_s_at"	"NCL"
"200611_s_at"	"WDR1"
"200612_s_at"	"AP2B1"
"200613_at"	"AP2M1"
"200614_at"	"CLTC"
"200615_s_at"	"AP2B1"
"200616_s_at"	"MLEC"
"200617_at"	"MLEC"
"200618_at"	"LASP1"
"200619_at"	"SF3B2"
"200620_at"	"TMEM59"
"200621_at"	"CSRP1"
"200622_x_at"	"CALM2"
"200622_x_at"	"CALM3"
"200623_s_at"	"CALM3"
"200623_s_at"	"CALM2"
"200624_s_at"	"MATR3"
"200625_s_at"	"CAP1"
"200626_s_at"	"MATR3"
"200627_at"	"PTGES3"
"200628_s_at"	"WARS1"
"200629_at"	"WARS1"
"200630_x_at"	"SET"
"200631_s_at"	"SET"
"200632_s_at"	"NDRG1"
"200633_at"	"UBB"
"200634_at"	"PFN1"
"200635_s_at"	"PTPRF"
"200636_s_at"	"PTPRF"
"200638_s_at"	"YWHAZ"
"200639_s_at"	"YWHAZ"
"200640_at"	"YWHAZ"
"200641_s_at"	"YWHAZ"
"200642_at"	"SOD1"
"200643_at"	"HDLBP"
"200644_at"	"MARCKSL1"
"200645_at"	"GABARAP"
"200646_s_at"	"NUCB1"
"200647_x_at"	"EIF3C"
"200647_x_at"	"EIF3CL"
"200648_s_at"	"GLUL"
"200649_at"	"NUCB1"
"200650_s_at"	"LDHA"
"200651_at"	"RACK1"
"200652_at"	"SSR2"
"200653_s_at"	"CALM1"
"200653_s_at"	"CALM2"
"200654_at"	"P4HB"
"200655_s_at"	"CALM1"
"200655_s_at"	"CALM2"
"200656_s_at"	"P4HB"
"200657_at"	"SLC25A5"
"200658_s_at"	"PHB"
"200659_s_at"	"PHB"
"200660_at"	"S100A11"
"200661_at"	"CTSA"
"200662_s_at"	"TOMM20"
"200663_at"	"CD63"
"200664_s_at"	"DNAJB1"
"200665_s_at"	"SPARC"
"200666_s_at"	"DNAJB1"
"200667_at"	"UBE2D3"
"200668_s_at"	"UBE2D3"
"200669_s_at"	"UBE2D3"
"200670_at"	"XBP1"
"200672_x_at"	"SPTBN1"
"200673_at"	"LAPTM4A"
"200674_s_at"	"RPL32"
"200675_at"	"CD81"
"200676_s_at"	"UBE2L3"
"200677_at"	"PTTG1IP"
"200678_x_at"	"GRN"
"200679_x_at"	"HMGB1"
"200680_x_at"	"HMGB1"
"200681_at"	"GLO1"
"200682_s_at"	"UBE2L3"
"200683_s_at"	"UBE2L3"
"200684_s_at"	"UBE2L3"
"200685_at"	"SRSF11"
"200686_s_at"	"SRSF11"
"200687_s_at"	"SF3B3"
"200688_at"	"SF3B3"
"200689_x_at"	"EEF1G"
"200690_at"	"HSPA9"
"200691_s_at"	"HSPA9"
"200692_s_at"	"HSPA9"
"200693_at"	"YWHAQ"
"200694_s_at"	"DDX24"
"200695_at"	"PPP2R1A"
"200696_s_at"	"GSN"
"200697_at"	"HK1"
"200698_at"	"KDELR2"
"200699_at"	"KDELR2"
"200700_s_at"	"KDELR2"
"200701_at"	"NPC2"
"200702_s_at"	"DDX24"
"200703_at"	"DYNLL1"
"200704_at"	"LITAF"
"200705_s_at"	"EEF1B2"
"200706_s_at"	"LITAF"
"200707_at"	"PRKCSH"
"200708_at"	"GOT2"
"200709_at"	"FKBP1A"
"200710_at"	"ACADVL"
"200711_s_at"	"SKP1"
"200712_s_at"	"MAPRE1"
"200713_s_at"	"MAPRE1"
"200714_x_at"	"OS9"
"200715_x_at"	"RPL13A"
"200716_x_at"	"RPL13A"
"200717_x_at"	"RPL7"
"200718_s_at"	"SKP1"
"200719_at"	"SKP1"
"200720_s_at"	"ACTR1A"
"200721_s_at"	"ACTR1A"
"200722_s_at"	"CAPRIN1"
"200723_s_at"	"CAPRIN1"
"200725_x_at"	"RPL10"
"200726_at"	"PPP1CC"
"200727_s_at"	"ACTR2"
"200728_at"	"ACTR2"
"200729_s_at"	"ACTR2"
"200730_s_at"	"PTP4A1"
"200731_s_at"	"PTP4A1"
"200732_s_at"	"PTP4A1"
"200733_s_at"	"PTP4A1"
"200734_s_at"	"ARF3"
"200735_x_at"	"NACA"
"200736_s_at"	"GPX1"
"200737_at"	"PGK1"
"200738_s_at"	"PGK1"
"200739_s_at"	"SUMO3"
"200740_s_at"	"SUMO3"
"200741_s_at"	"RPS27"
"200742_s_at"	"TPP1"
"200743_s_at"	"TPP1"
"200744_s_at"	"GNB1"
"200745_s_at"	"GNB1"
"200746_s_at"	"GNB1"
"200747_s_at"	"NUMA1"
"200748_s_at"	"FTH1"
"200749_at"	"RAN"
"200750_s_at"	"RAN"
"200751_s_at"	"HNRNPC"
"200752_s_at"	"CAPN1"
"200753_x_at"	"SRSF2"
"200754_x_at"	"SRSF2"
"200755_s_at"	"CALU"
"200756_x_at"	"CALU"
"200757_s_at"	"CALU"
"200758_s_at"	"NFE2L1"
"200759_x_at"	"NFE2L1"
"200760_s_at"	"ARL6IP5"
"200761_s_at"	"ARL6IP5"
"200762_at"	"DPYSL2"
"200763_s_at"	"RPLP1"
"200764_s_at"	"CTNNA1"
"200765_x_at"	"CTNNA1"
"200766_at"	"CTSD"
"200767_s_at"	"FAM120A"
"200768_s_at"	"MAT2A"
"200769_s_at"	"MAT2A"
"200770_s_at"	"LAMC1"
"200771_at"	"LAMC1"
"200772_x_at"	"PTMA"
"200773_x_at"	"PTMA"
"200774_at"	"FAM120A"
"200775_s_at"	"HNRNPK"
"200776_s_at"	"BZW1"
"200777_s_at"	"BZW1"
"200778_s_at"	"SEPTIN2"
"200779_at"	"ATF4"
"200780_x_at"	"GNAS"
"200781_s_at"	"RPS15A"
"200782_at"	"ANXA5"
"200783_s_at"	"STMN1"
"200784_s_at"	"LRP1"
"200785_s_at"	"LRP1"
"200786_at"	"PSMB7"
"200787_s_at"	"PEA15"
"200788_s_at"	"PEA15"
"200789_at"	"ECH1"
"200790_at"	"ODC1"
"200791_s_at"	"IQGAP1"
"200792_at"	"XRCC6"
"200793_s_at"	"ACO2"
"200794_x_at"	"DAZAP2"
"200795_at"	"SPARCL1"
"200796_s_at"	"MCL1"
"200797_s_at"	"MCL1"
"200798_x_at"	"MCL1"
"200799_at"	"HSPA1A"
"200799_at"	"HSPA1B"
"200800_s_at"	"HSPA1A"
"200800_s_at"	"HSPA1B"
"200801_x_at"	"ACTB"
"200802_at"	"SARS1"
"200803_s_at"	"TMBIM6"
"200804_at"	"TMBIM6"
"200805_at"	"LMAN2"
"200806_s_at"	"HSPD1"
"200807_s_at"	"HSPD1"
"200808_s_at"	"ZYX"
"200809_x_at"	"RPL12"
"200810_s_at"	"CIRBP"
"200811_at"	"CIRBP"
"200812_at"	"CCT7"
"200813_s_at"	"PAFAH1B1"
"200814_at"	"PSME1"
"200815_s_at"	"PAFAH1B1"
"200816_s_at"	"PAFAH1B1"
"200817_x_at"	"RPS10"
"200818_at"	"ATP5PO"
"200819_s_at"	"RPS15"
"200820_at"	"PSMD8"
"200821_at"	"LAMP2"
"200822_x_at"	"TPI1"
"200823_x_at"	"RPL29"
"200824_at"	"GSTP1"
"200825_s_at"	"HYOU1"
"200826_at"	"SNRPD2"
"200827_at"	"PLOD1"
"200828_s_at"	"ZNF207"
"200829_x_at"	"ZNF207"
"200830_at"	"PSMD2"
"200831_s_at"	"SCD"
"200832_s_at"	"SCD"
"200833_s_at"	"RAP1B"
"200834_s_at"	"RPS21"
"200836_s_at"	"MAP4"
"200837_at"	"BCAP31"
"200838_at"	"CTSB"
"200839_s_at"	"CTSB"
"200840_at"	"KARS1"
"200841_s_at"	"EPRS1"
"200842_s_at"	"EPRS1"
"200843_s_at"	"EPRS1"
"200844_s_at"	"PRDX6"
"200845_s_at"	"PRDX6"
"200846_s_at"	"PPP1CA"
"200847_s_at"	"SARAF"
"200848_at"	"AHCYL1"
"200849_s_at"	"AHCYL1"
"200850_s_at"	"AHCYL1"
"200851_s_at"	"IST1"
"200852_x_at"	"GNB2"
"200853_at"	"H2AZ1"
"200854_at"	"NCOR1"
"200855_at"	"NCOR1"
"200856_x_at"	"NCOR1"
"200857_s_at"	"NCOR1"
"200858_s_at"	"RPS8"
"200859_x_at"	"FLNA"
"200860_s_at"	"CNOT1"
"200861_at"	"CNOT1"
"200862_at"	"DHCR24"
"200863_s_at"	"RAB11A"
"200864_s_at"	"RAB11A"
"200866_s_at"	"PSAP"
"200867_at"	"RNF114"
"200868_s_at"	"RNF114"
"200869_at"	"RPL18A"
"200870_at"	"STRAP"
"200871_s_at"	"PSAP"
"200872_at"	"S100A10"
"200873_s_at"	"CCT8"
"200874_s_at"	"NOP56"
"200875_s_at"	"NOP56"
"200876_s_at"	"PSMB1"
"200877_at"	"CCT4"
"200878_at"	"EPAS1"
"200880_at"	"DNAJA1"
"200881_s_at"	"DNAJA1"
"200882_s_at"	"PSMD4"
"200883_at"	"UQCRC2"
"200884_at"	"CKB"
"200885_at"	"PPM1J"
"200885_at"	"RHOC"
"200886_s_at"	"PGAM1"
"200887_s_at"	"STAT1"
"200888_s_at"	"RPL23"
"200889_s_at"	"SSR1"
"200890_s_at"	"SSR1"
"200891_s_at"	"SSR1"
"200892_s_at"	"TRA2B"
"200893_at"	"TRA2B"
"200894_s_at"	"FKBP4"
"200895_s_at"	"FKBP4"
"200896_x_at"	"HDGF"
"200897_s_at"	"PALLD"
"200898_s_at"	"OGA"
"200899_s_at"	"OGA"
"200900_s_at"	"M6PR"
"200901_s_at"	"M6PR"
"200902_at"	"SELENOF"
"200903_s_at"	"AHCY"
"200904_at"	"HLA"
"200905_x_at"	"HLA"
"200906_s_at"	"PALLD"
"200907_s_at"	"PALLD"
"200909_s_at"	"RPLP2"
"200910_at"	"CCT3"
"200911_s_at"	"TACC1"
"200912_s_at"	"EIF4A2"
"200913_at"	"PPM1G"
"200914_x_at"	"KTN1"
"200915_x_at"	"KTN1"
"200916_at"	"TAGLN2"
"200917_s_at"	"SRPRA"
"200918_s_at"	"SRPRA"
"200919_at"	"PHC2"
"200920_s_at"	"BTG1"
"200921_s_at"	"BTG1"
"200922_at"	"KDELR1"
"200923_at"	"LGALS3BP"
"200924_s_at"	"SLC3A2"
"200925_at"	"COX6A1"
"200926_at"	"RPS23"
"200927_s_at"	"RAB14"
"200929_at"	"TMED10"
"200931_s_at"	"VCL"
"200932_s_at"	"DCTN2"
"200933_x_at"	"RPS4X"
"200934_at"	"DEK"
"200935_at"	"CALR"
"200936_at"	"RPL8"
"200937_s_at"	"RPL5"
"200940_s_at"	"RERE"
"200941_at"	"HSBP1"
"200942_s_at"	"HSBP1"
"200943_at"	"HMGN1"
"200944_s_at"	"HMGN1"
"200945_s_at"	"SEC31A"
"200946_x_at"	"GLUD1"
"200947_s_at"	"GLUD1"
"200948_at"	"MLF2"
"200949_x_at"	"RPS20"
"200950_at"	"ARPC1A"
"200953_s_at"	"CCND2"
"200954_at"	"ATP6V0C"
"200955_at"	"IMMT"
"200956_s_at"	"SSRP1"
"200957_s_at"	"SSRP1"
"200958_s_at"	"SDCBP"
"200959_at"	"FUS"
"200960_x_at"	"CLTA"
"200961_at"	"SEPHS2"
"200962_at"	"RPL31"
"200963_x_at"	"RPL31"
"200964_at"	"UBA1"
"200965_s_at"	"ABLIM1"
"200966_x_at"	"ALDOA"
"200967_at"	"PPIB"
"200968_s_at"	"PPIB"
"200969_at"	"SERP1"
"200970_s_at"	"SERP1"
"200971_s_at"	"SERP1"
"200972_at"	"TSPAN3"
"200973_s_at"	"TSPAN3"
"200974_at"	"ACTA2"
"200975_at"	"PPT1"
"200976_s_at"	"TAX1BP1"
"200977_s_at"	"TAX1BP1"
"200978_at"	"MDH1"
"200979_at"	"PDHA1"
"200980_s_at"	"PDHA1"
"200981_x_at"	"GNAS"
"200982_s_at"	"ANXA6"
"200983_x_at"	"CD59"
"200984_s_at"	"CD59"
"200985_s_at"	"CD59"
"200986_at"	"SERPING1"
"200987_x_at"	"PSME3"
"200989_at"	"HIF1A"
"200990_at"	"TRIM28"
"200991_s_at"	"SNX17"
"200992_at"	"IPO7"
"200993_at"	"IPO7"
"200994_at"	"IPO7"
"200995_at"	"IPO7"
"200996_at"	"ACTR3"
"200997_at"	"RBM4"
"200997_at"	"RBM14"
"200998_s_at"	"CKAP4"
"200999_s_at"	"CKAP4"
"201000_at"	"AARS1"
"201001_s_at"	"UBE2V1"
"201001_s_at"	"PEDS1"
"201002_s_at"	"PEDS1"
"201002_s_at"	"UBE2V1"
"201003_x_at"	"PEDS1"
"201003_x_at"	"UBE2V1"
"201003_x_at"	"PEDS1"
"201004_at"	"SSR4"
"201005_at"	"CD9"
"201007_at"	"HADHB"
"201008_s_at"	"TXNIP"
"201009_s_at"	"TXNIP"
"201010_s_at"	"TXNIP"
"201011_at"	"RPN1"
"201012_at"	"ANXA1"
"201013_s_at"	"PAICS"
"201014_s_at"	"PAICS"
"201015_s_at"	"JUP"
"201016_at"	"EIF1AX"
"201017_at"	"EIF1AX"
"201018_at"	"EIF1AX"
"201019_s_at"	"EIF1AX"
"201020_at"	"YWHAH"
"201021_s_at"	"DSTN"
"201022_s_at"	"DSTN"
"201023_at"	"TAF7"
"201024_x_at"	"EIF5B"
"201025_at"	"EIF5B"
"201027_s_at"	"EIF5B"
"201028_s_at"	"CD99"
"201029_s_at"	"CD99"
"201030_x_at"	"LDHB"
"201031_s_at"	"HNRNPH1"
"201032_at"	"BLCAP"
"201033_x_at"	"RPLP0"
"201034_at"	"ADD3"
"201035_s_at"	"HADH"
"201036_s_at"	"HADH"
"201037_at"	"PFKP"
"201038_s_at"	"ANP32A"
"201039_s_at"	"RAD23A"
"201040_at"	"GNAI2"
"201041_s_at"	"DUSP1"
"201042_at"	"TGM2"
"201043_s_at"	"ANP32A"
"201044_x_at"	"DUSP1"
"201046_s_at"	"RAD23A"
"201047_x_at"	"RAB6A"
"201049_s_at"	"RPS18"
"201050_at"	"PLD3"
"201051_at"	"ANP32A"
"201052_s_at"	"PSMF1"
"201053_s_at"	"PSMF1"
"201054_at"	"HNRNPA0"
"201055_s_at"	"HNRNPA0"
"201056_at"	"GOLGB1"
"201057_s_at"	"GOLGB1"
"201058_s_at"	"MYL9"
"201059_at"	"CTTN"
"201060_x_at"	"STOM"
"201061_s_at"	"STOM"
"201063_at"	"RCN1"
"201064_s_at"	"PABPC4"
"201065_s_at"	"GTF2I"
"201065_s_at"	"GTF2IP1"
"201065_s_at"	"GTF2IP4"
"201066_at"	"CYC1"
"201067_at"	"PSMC2"
"201068_s_at"	"PSMC2"
"201069_at"	"MMP2"
"201070_x_at"	"SF3B1"
"201071_x_at"	"SF3B1"
"201073_s_at"	"SMARCC1"
"201074_at"	"SMARCC1"
"201075_s_at"	"SMARCC1"
"201076_at"	"SNU13"
"201077_s_at"	"SNU13"
"201078_at"	"TM9SF2"
"201079_at"	"SYNGR2"
"201080_at"	"PIP4K2B"
"201082_s_at"	"DCTN1"
"201083_s_at"	"BCLAF1"
"201084_s_at"	"BCLAF1"
"201085_s_at"	"SON"
"201086_x_at"	"SON"
"201087_at"	"PXN"
"201088_at"	"KPNA2"
"201089_at"	"ATP6V1B2"
"201090_x_at"	"TUBA1B"
"201091_s_at"	"CBX3"
"201092_at"	"RBBP7"
"201093_x_at"	"SDHA"
"201094_at"	"RPS29"
"201095_at"	"DAP"
"201096_s_at"	"ARF4"
"201097_s_at"	"ARF4"
"201098_at"	"COPB2"
"201099_at"	"USP9X"
"201100_s_at"	"USP9X"
"201101_s_at"	"BCLAF1"
"201102_s_at"	"PFKL"
"201103_x_at"	"NBPF12"
"201103_x_at"	"NBPF11"
"201103_x_at"	"NBPF15"
"201103_x_at"	"NBPF9"
"201103_x_at"	"NBPF8"
"201103_x_at"	"NBPF10"
"201103_x_at"	"NBPF20"
"201103_x_at"	"NBPF19"
"201103_x_at"	"NBPF26"
"201104_x_at"	"NBPF14"
"201104_x_at"	"NBPF11"
"201104_x_at"	"NBPF15"
"201104_x_at"	"NBPF8"
"201104_x_at"	"NBPF10"
"201104_x_at"	"NBPF20"
"201104_x_at"	"NBPF19"
"201104_x_at"	"NBPF26"
"201104_x_at"	"NBPF25P"
"201105_at"	"LGALS1"
"201106_at"	"GPX4"
"201108_s_at"	"THBS1"
"201109_s_at"	"THBS1"
"201110_s_at"	"THBS1"
"201111_at"	"CSE1L"
"201112_s_at"	"CSE1L"
"201113_at"	"TUFM"
"201114_x_at"	"PSMA7"
"201115_at"	"POLD2"
"201116_s_at"	"CPE"
"201117_s_at"	"CPE"
"201118_at"	"PGD"
"201119_s_at"	"COX8A"
"201120_s_at"	"PGRMC1"
"201121_s_at"	"PGRMC1"
"201122_x_at"	"EIF5A"
"201123_s_at"	"EIF5A"
"201124_at"	"ITGB5"
"201125_s_at"	"ITGB5"
"201126_s_at"	"MGAT1"
"201127_s_at"	"ACLY"
"201128_s_at"	"ACLY"
"201129_at"	"SRSF7"
"201132_at"	"HNRNPH2"
"201132_at"	"RPL36A"
"201133_s_at"	"PJA2"
"201134_x_at"	"COX7C"
"201135_at"	"ECHS1"
"201136_at"	"PLP2"
"201137_s_at"	"HLA"
"201138_s_at"	"SSB"
"201139_s_at"	"SSB"
"201140_s_at"	"RAB5C"
"201141_at"	"GPNMB"
"201142_at"	"EIF2S1"
"201143_s_at"	"EIF2S1"
"201144_s_at"	"EIF2S1"
"201145_at"	"HAX1"
"201146_at"	"NFE2L2"
"201147_s_at"	"TIMP3"
"201148_s_at"	"TIMP3"
"201149_s_at"	"TIMP3"
"201150_s_at"	"TIMP3"
"201151_s_at"	"MBNL1"
"201152_s_at"	"MBNL1"
"201153_s_at"	"MBNL1"
"201154_x_at"	"RPL4"
"201155_s_at"	"MFN2"
"201156_s_at"	"RAB5C"
"201157_s_at"	"NMT1"
"201158_at"	"NMT1"
"201160_s_at"	"YBX3"
"201161_s_at"	"YBX3"
"201162_at"	"IGFBP7"
"201163_s_at"	"IGFBP7"
"201164_s_at"	"PUM1"
"201165_s_at"	"PUM1"
"201166_s_at"	"PUM1"
"201167_x_at"	"ARHGDIA"
"201168_x_at"	"ARHGDIA"
"201169_s_at"	"BHLHE40"
"201170_s_at"	"BHLHE40"
"201171_at"	"ATP6V0E1"
"201172_x_at"	"ATP6V0E1"
"201173_x_at"	"NUDC"
"201174_s_at"	"TERF2IP"
"201175_at"	"TMX2"
"201176_s_at"	"ARCN1"
"201177_s_at"	"UBA2"
"201178_at"	"FBXO7"
"201179_s_at"	"GNAI3"
"201180_s_at"	"GNAI3"
"201181_at"	"GNAI3"
"201182_s_at"	"CHD4"
"201183_s_at"	"CHD4"
"201184_s_at"	"CHD4"
"201185_at"	"HTRA1"
"201186_at"	"LRPAP1"
"201188_s_at"	"ITPR3"
"201189_s_at"	"ITPR3"
"201190_s_at"	"PITPNA"
"201191_at"	"PITPNA"
"201192_s_at"	"PITPNA"
"201193_at"	"IDH1"
"201194_at"	"SELENOW"
"201195_s_at"	"SLC7A5"
"201196_s_at"	"AMD1"
"201197_at"	"AMD1"
"201198_s_at"	"PSMD1"
"201199_s_at"	"PSMD1"
"201200_at"	"CREG1"
"201201_at"	"CSTB"
"201202_at"	"PCNA"
"201203_s_at"	"RRBP1"
"201204_s_at"	"RRBP1"
"201206_s_at"	"RRBP1"
"201207_at"	"TNFAIP1"
"201208_s_at"	"TNFAIP1"
"201209_at"	"HDAC1"
"201210_at"	"DDX3X"
"201211_s_at"	"DDX3X"
"201212_at"	"LGMN"
"201214_s_at"	"PPP1R7"
"201215_at"	"PLS3"
"201216_at"	"ERP29"
"201217_x_at"	"RPL3"
"201218_at"	"CTBP2"
"201219_at"	"CTBP2"
"201220_x_at"	"CTBP2"
"201221_s_at"	"SNRNP70"
"201222_s_at"	"RAD23B"
"201223_s_at"	"RAD23B"
"201224_s_at"	"SRRM1"
"201225_s_at"	"SRRM1"
"201226_at"	"NDUFB8"
"201227_s_at"	"NDUFB8"
"201228_s_at"	"ARIH2"
"201229_s_at"	"ARIH2"
"201230_s_at"	"ARIH2"
"201231_s_at"	"ENO1"
"201232_s_at"	"PSMD13"
"201233_at"	"PSMD13"
"201234_at"	"ILK"
"201236_s_at"	"BTG2"
"201237_at"	"CAPZA2"
"201238_s_at"	"CAPZA2"
"201239_s_at"	"SPCS2"
"201239_s_at"	"SPCS2P4"
"201240_s_at"	"SPCS2"
"201241_at"	"DDX1"
"201242_s_at"	"ATP1B1"
"201243_s_at"	"ATP1B1"
"201244_s_at"	"RAF1"
"201245_s_at"	"OTUB1"
"201247_at"	"SREBF2"
"201248_s_at"	"SREBF2"
"201250_s_at"	"SLC2A1"
"201251_at"	"PKM"
"201252_at"	"PSMC4"
"201253_s_at"	"CDIPT"
"201254_x_at"	"RPS6"
"201255_x_at"	"BAG6"
"201256_at"	"COX7A2L"
"201257_x_at"	"RPS3A"
"201258_at"	"RPS16"
"201259_s_at"	"SYPL1"
"201260_s_at"	"SYPL1"
"201261_x_at"	"BGN"
"201262_s_at"	"BGN"
"201263_at"	"TARS1"
"201264_at"	"COPE"
"201266_at"	"TXNRD1"
"201267_s_at"	"PSMC3"
"201268_at"	"NME2"
"201268_at"	"NME1"
"201270_x_at"	"NUDCD3"
"201271_s_at"	"RALY"
"201272_at"	"AKR1B1"
"201273_s_at"	"SRP9"
"201274_at"	"PSMA5"
"201275_at"	"FDPS"
"201276_at"	"RAB5B"
"201277_s_at"	"HNRNPAB"
"201278_at"	"DAB2"
"201279_s_at"	"DAB2"
"201280_s_at"	"DAB2"
"201281_at"	"ADRM1"
"201282_at"	"OGDH"
"201284_s_at"	"APEH"
"201285_at"	"MKRN1"
"201286_at"	"SDC1"
"201287_s_at"	"SDC1"
"201288_at"	"ARHGDIB"
"201289_at"	"CCN1"
"201290_at"	"SEC11A"
"201291_s_at"	"TOP2A"
"201292_at"	"TOP2A"
"201293_x_at"	"PPIA"
"201294_s_at"	"WSB1"
"201295_s_at"	"WSB1"
"201296_s_at"	"WSB1"
"201297_s_at"	"MOB1A"
"201298_s_at"	"MOB1A"
"201299_s_at"	"MOB1A"
"201300_s_at"	"PRNP"
"201301_s_at"	"ANXA4"
"201302_at"	"ANXA4"
"201303_at"	"EIF4A3"
"201304_at"	"NDUFA5"
"201305_x_at"	"ANP32B"
"201306_s_at"	"ANP32B"
"201307_at"	"SEPTIN11"
"201308_s_at"	"SEPTIN11"
"201309_x_at"	"NREP"
"201310_s_at"	"NREP"
"201311_s_at"	"SH3BGRL"
"201312_s_at"	"SH3BGRL"
"201313_at"	"ENO2"
"201314_at"	"STK25"
"201315_x_at"	"IFITM2"
"201316_at"	"PSMA2"
"201317_s_at"	"PSMA2"
"201318_s_at"	"MYL12A"
"201318_s_at"	"MYL12B"
"201319_at"	"MYL12A"
"201320_at"	"SMARCC2"
"201321_s_at"	"SMARCC2"
"201322_at"	"ATP5F1B"
"201323_at"	"EBNA1BP2"
"201324_at"	"EMP1"
"201325_s_at"	"EMP1"
"201326_at"	"CCT6A"
"201327_s_at"	"CCT6A"
"201328_at"	"ETS2"
"201329_s_at"	"ETS2"
"201330_at"	"RARS1"
"201331_s_at"	"STAT6"
"201334_s_at"	"ARHGEF12"
"201336_at"	"VAMP3"
"201337_s_at"	"VAMP3"
"201338_x_at"	"GTF3A"
"201339_s_at"	"SCP2"
"201340_s_at"	"ENC1"
"201341_at"	"ENC1"
"201342_at"	"SNRPC"
"201343_at"	"UBE2D2"
"201344_at"	"UBE2D2"
"201345_s_at"	"UBE2D2"
"201346_at"	"ADIPOR2"
"201347_x_at"	"GRHPR"
"201348_at"	"GPX3"
"201349_at"	"SLC9A3R1"
"201351_s_at"	"YME1L1"
"201352_at"	"YME1L1"
"201353_s_at"	"BAZ2A"
"201354_s_at"	"BAZ2A"
"201356_at"	"SF3A1"
"201358_s_at"	"COPB1"
"201359_at"	"COPB1"
"201360_at"	"CST3"
"201361_at"	"TMEM109"
"201362_at"	"IVNS1ABP"
"201363_s_at"	"IVNS1ABP"
"201364_s_at"	"OAZ2"
"201365_at"	"OAZ2"
"201366_at"	"ANXA7"
"201367_s_at"	"ZFP36L2"
"201368_at"	"ZFP36L2"
"201369_s_at"	"ZFP36L2"
"201370_s_at"	"CUL3"
"201371_s_at"	"CUL3"
"201373_at"	"PLEC"
"201375_s_at"	"PPP2CB"
"201376_s_at"	"HNRNPF"
"201377_at"	"UBAP2L"
"201378_s_at"	"UBAP2L"
"201379_s_at"	"TPD52L2"
"201380_at"	"CRTAP"
"201381_x_at"	"CACYBP"
"201383_s_at"	"NBR1"
"201384_s_at"	"NBR1"
"201385_at"	"DHX15"
"201386_s_at"	"DHX15"
"201387_s_at"	"UCHL1"
"201388_at"	"PSMD3"
"201389_at"	"ITGA5"
"201390_s_at"	"CSNK2B"
"201391_at"	"TRAP1"
"201392_s_at"	"IGF2R"
"201393_s_at"	"IGF2R"
"201394_s_at"	"RBM5"
"201395_at"	"RBM5"
"201396_s_at"	"SGTA"
"201397_at"	"PHGDH"
"201398_s_at"	"TRAM1"
"201399_s_at"	"TRAM1"
"201400_at"	"PSMB3"
"201401_s_at"	"GRK2"
"201403_s_at"	"MGST3"
"201404_x_at"	"PSMB2"
"201405_s_at"	"COPS6"
